"V1" "V2"
"" "E95_atp[c]_fe3[p]_complex" "E452_amet[c]_complex"
"" "E452_amet[c]_complex" "E101_atp[c]_cobalt2[c]_complex"
"" "E452_amet[c]_complex" "E427_ipdp[c]_nadp[c]_complex"
"" "E452_amet[c]_complex" "E150_dhpmp[c]_complex"
"" "E452_pre6a[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E452_pre6a[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E452_pre6a[c]_complex" "E421_dxyl5p[c]_complex"
"" "E452_pre6a[c]_complex" "E409_pgp181_9[c]_complex"
"" "x(198)" "E452_pre6a[c]_complex"
"" "E452_pre6a[c]_complex" "E175_pi[c]_complex"
"" "(x(216)" "E452_pre6a[c]_complex"
"" "x(503)" "E452_pre6a[c]_complex"
"" "E452_pre6a[c]_complex" "E488_nadph[c]_omppp9[c]_complex"
"" "E24_arg__L[c]_complex" "E452_pre6a[c]_complex"
"" "E344_ppi[c]_prbamp[c]_complex" "E452_pre6a[c]_complex"
"" "x(90))" "E452_pre6a[c]_complex"
"" "(x(513)" "E452_pre6a[c]_complex"
"" "E194_u23ga[c]_complex" "E452_pre6a[c]_complex"
"" "E57_asp__L[c]_complex" "E452_pre6a[c]_complex"
"" "E307_asp__L[c]_complex" "E452_pre6a[c]_complex"
"" "x(53)" "E452_pre6a[c]_complex"
"" "E406_ppi[c]_complex" "E452_pre6a[c]_complex"
"" "E476_acgam1p[c]_complex" "E452_pre6a[c]_complex"
"" "E13_udcpdp[c]_complex" "E452_pre6a[c]_complex"
"" "x(521)" "E452_pre6a[c]_complex"
"" "E451_pre5[c]_complex" "E452_pre6a[c]_complex"
"" "E452_pre6a[c]_complex" "E390_atp[c]_fmn[c]_complex"
"" "x(602)" "E452_pre6a[c]_complex"
"" "E452_pre6a[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E452_pre6a[c]_complex" "E168_pyr[c]_complex"
"" "E240_akg[c]_complex" "E452_pre6a[c]_complex"
"" "E140_chlld[c]_complex" "E452_pre6a[c]_complex"
"" "E361_3hmop[c]_complex" "E452_pre6a[c]_complex"
"" "E209_h2o2[c]_iasp[c]_complex" "E452_pre6a[c]_complex"
"" "E25_lipidAds[c]_udp[c]_complex" "E452_pre6a[c]_complex"
"" "x(75)" "E452_pre6a[c]_complex"
"" "E137_uaagmda[c]_udp[c]_complex" "E452_pre6a[c]_complex"
"" "E334_pi[c]_complex" "E452_pre6a[c]_complex"
"" "E81_k[c]_pi[c]_complex" "E452_pre6a[c]_complex"
"" "E90_mg2[c]_pi[c]_complex" "E452_pre6a[c]_complex"
"" "E8_pi[c]_complex" "E452_pre6a[c]_complex"
"" "x(675)" "E452_pre6a[c]_complex"
"" "2-Hydroxyphenylacetate" "E452_pre6a[c]_complex"
"" "x(148)" "E465_co1dam[c]_complex"
"" "E465_co1dam[c]_complex" "E319_dcdp[c]_complex"
"" "E141_acglu[c]_complex" "E465_co1dam[c]_complex"
"" "E154_asp__L[c]_citr__L[c]_complex" "E465_co1dam[c]_complex"
"" "E498_26dap__M[c]_complex" "E465_co1dam[c]_complex"
"" "E319_dgdp[c]_complex" "E465_co1dam[c]_complex"
"" "E465_co1dam[c]_complex" "E467_adcobhex[c]_applp[c]_complex"
"" "E465_co1dam[c]_complex" "E351_dtmp[c]_complex"
"" "E247_ac[c]_coa[c]_complex" "E465_co1dam[c]_complex"
"" "E465_co1dam[c]_complex" "E480_5fthf[c]_complex"
"" "E465_co1dam[c]_complex" "E213_aps[c]_complex"
"" "x(86)" "E465_co1dam[c]_complex"
"" "(x(698)&x(694)&x(696)&x(699))" "E465_co1dam[c]_complex"
"" "E372_coa[c]_complex" "E465_co1dam[c]_complex"
"" "x(615)" "E465_co1dam[c]_complex"
"" "E93_cu2[p]_complex" "E465_co1dam[c]_complex"
"" "E468_adocbip[c]_gtp[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E468_adocbip[c]_gtp[c]_complex" "E421_dxyl5p[c]_complex"
"" "E468_adocbip[c]_gtp[c]_complex" "E409_pgp181_9[c]_complex"
"" "x(198)" "E468_adocbip[c]_gtp[c]_complex"
"" "E468_adocbip[c]_gtp[c]_complex" "E175_pi[c]_complex"
"" "(x(216)" "E468_adocbip[c]_gtp[c]_complex"
"" "x(503)" "E468_adocbip[c]_gtp[c]_complex"
"" "E468_adocbip[c]_gtp[c]_complex" "E488_nadph[c]_omppp9[c]_complex"
"" "E24_arg__L[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E344_ppi[c]_prbamp[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "x(90))" "E468_adocbip[c]_gtp[c]_complex"
"" "(x(513)" "E468_adocbip[c]_gtp[c]_complex"
"" "E194_u23ga[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E57_asp__L[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E307_asp__L[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "x(53)" "E468_adocbip[c]_gtp[c]_complex"
"" "E406_ppi[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E476_acgam1p[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E13_udcpdp[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "x(521)" "E468_adocbip[c]_gtp[c]_complex"
"" "E451_pre5[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E390_atp[c]_fmn[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "x(602)" "E468_adocbip[c]_gtp[c]_complex"
"" "E468_adocbip[c]_gtp[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E468_adocbip[c]_gtp[c]_complex" "E168_pyr[c]_complex"
"" "E240_akg[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E140_chlld[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E361_3hmop[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E209_h2o2[c]_iasp[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E25_lipidAds[c]_udp[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "x(75)" "E468_adocbip[c]_gtp[c]_complex"
"" "E137_uaagmda[c]_udp[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E334_pi[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E81_k[c]_pi[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E90_mg2[c]_pi[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "E8_pi[c]_complex" "E468_adocbip[c]_gtp[c]_complex"
"" "x(675)" "E468_adocbip[c]_gtp[c]_complex"
"" "2-Hydroxyphenylacetate" "E468_adocbip[c]_gtp[c]_complex"
"" "x(570)" "E399_ade[c]_complex"
"" "5-Methylthio-5-deoxy-D-ribose 1-phosphate" "5-Methylthio-5-deoxy-D-ribulose 1-phosphate"
"" "E473_nh3[c]_pac[c]_complex" "E421_dxyl5p[c]_complex"
"" "E473_nh3[c]_pac[c]_complex" "E409_pgp181_9[c]_complex"
"" "x(198)" "E473_nh3[c]_pac[c]_complex"
"" "E473_nh3[c]_pac[c]_complex" "E175_pi[c]_complex"
"" "(x(216)" "E473_nh3[c]_pac[c]_complex"
"" "x(503)" "E473_nh3[c]_pac[c]_complex"
"" "E473_nh3[c]_pac[c]_complex" "E488_nadph[c]_omppp9[c]_complex"
"" "E24_arg__L[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E344_ppi[c]_prbamp[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "x(90))" "E473_nh3[c]_pac[c]_complex"
"" "(x(513)" "E473_nh3[c]_pac[c]_complex"
"" "E194_u23ga[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E57_asp__L[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E307_asp__L[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "x(53)" "E473_nh3[c]_pac[c]_complex"
"" "E406_ppi[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E476_acgam1p[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E13_udcpdp[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "x(521)" "E473_nh3[c]_pac[c]_complex"
"" "E451_pre5[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E390_atp[c]_fmn[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "x(602)" "E473_nh3[c]_pac[c]_complex"
"" "E473_nh3[c]_pac[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E473_nh3[c]_pac[c]_complex" "E168_pyr[c]_complex"
"" "E240_akg[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E140_chlld[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E361_3hmop[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E209_h2o2[c]_iasp[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E25_lipidAds[c]_udp[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "x(75)" "E473_nh3[c]_pac[c]_complex"
"" "E137_uaagmda[c]_udp[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E334_pi[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E81_k[c]_pi[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E90_mg2[c]_pi[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "E8_pi[c]_complex" "E473_nh3[c]_pac[c]_complex"
"" "x(675)" "E473_nh3[c]_pac[c]_complex"
"" "2-Hydroxyphenylacetate" "E473_nh3[c]_pac[c]_complex"
"" "E421_dxyl5p[c]_complex" "E409_pgp181_9[c]_complex"
"" "x(198)" "E421_dxyl5p[c]_complex"
"" "E421_dxyl5p[c]_complex" "E175_pi[c]_complex"
"" "(x(216)" "E421_dxyl5p[c]_complex"
"" "x(503)" "E421_dxyl5p[c]_complex"
"" "E421_dxyl5p[c]_complex" "E488_nadph[c]_omppp9[c]_complex"
"" "E24_arg__L[c]_complex" "E421_dxyl5p[c]_complex"
"" "E344_ppi[c]_prbamp[c]_complex" "E421_dxyl5p[c]_complex"
"" "x(90))" "E421_dxyl5p[c]_complex"
"" "(x(513)" "E421_dxyl5p[c]_complex"
"" "E194_u23ga[c]_complex" "E421_dxyl5p[c]_complex"
"" "E57_asp__L[c]_complex" "E421_dxyl5p[c]_complex"
"" "E307_asp__L[c]_complex" "E421_dxyl5p[c]_complex"
"" "x(53)" "E421_dxyl5p[c]_complex"
"" "E406_ppi[c]_complex" "E421_dxyl5p[c]_complex"
"" "E476_acgam1p[c]_complex" "E421_dxyl5p[c]_complex"
"" "E13_udcpdp[c]_complex" "E421_dxyl5p[c]_complex"
"" "x(521)" "E421_dxyl5p[c]_complex"
"" "E451_pre5[c]_complex" "E421_dxyl5p[c]_complex"
"" "E390_atp[c]_fmn[c]_complex" "E421_dxyl5p[c]_complex"
"" "x(602)" "E421_dxyl5p[c]_complex"
"" "E421_dxyl5p[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E421_dxyl5p[c]_complex" "E168_pyr[c]_complex"
"" "E240_akg[c]_complex" "E421_dxyl5p[c]_complex"
"" "E140_chlld[c]_complex" "E421_dxyl5p[c]_complex"
"" "E361_3hmop[c]_complex" "E421_dxyl5p[c]_complex"
"" "E209_h2o2[c]_iasp[c]_complex" "E421_dxyl5p[c]_complex"
"" "E25_lipidAds[c]_udp[c]_complex" "E421_dxyl5p[c]_complex"
"" "x(75)" "E421_dxyl5p[c]_complex"
"" "E137_uaagmda[c]_udp[c]_complex" "E421_dxyl5p[c]_complex"
"" "E334_pi[c]_complex" "E421_dxyl5p[c]_complex"
"" "E81_k[c]_pi[c]_complex" "E421_dxyl5p[c]_complex"
"" "E90_mg2[c]_pi[c]_complex" "E421_dxyl5p[c]_complex"
"" "E8_pi[c]_complex" "E421_dxyl5p[c]_complex"
"" "x(675)" "E421_dxyl5p[c]_complex"
"" "2-Hydroxyphenylacetate" "E421_dxyl5p[c]_complex"
"" "Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)" "Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)"
"" "Glycerol 3-phosphate" "Phosphatidylglycerophosphate (dioctadec-9-12-15-trienoyl, n-C18 3)"
"" "x(198)" "E409_pgp181_9[c]_complex"
"" "E409_pgp181_9[c]_complex" "E175_pi[c]_complex"
"" "(x(216)" "E409_pgp181_9[c]_complex"
"" "x(503)" "E409_pgp181_9[c]_complex"
"" "E409_pgp181_9[c]_complex" "E488_nadph[c]_omppp9[c]_complex"
"" "E24_arg__L[c]_complex" "E409_pgp181_9[c]_complex"
"" "E344_ppi[c]_prbamp[c]_complex" "E409_pgp181_9[c]_complex"
"" "x(90))" "E409_pgp181_9[c]_complex"
"" "(x(513)" "E409_pgp181_9[c]_complex"
"" "E194_u23ga[c]_complex" "E409_pgp181_9[c]_complex"
"" "E57_asp__L[c]_complex" "E409_pgp181_9[c]_complex"
"" "E307_asp__L[c]_complex" "E409_pgp181_9[c]_complex"
"" "x(53)" "E409_pgp181_9[c]_complex"
"" "E406_ppi[c]_complex" "E409_pgp181_9[c]_complex"
"" "E476_acgam1p[c]_complex" "E409_pgp181_9[c]_complex"
"" "E13_udcpdp[c]_complex" "E409_pgp181_9[c]_complex"
"" "x(521)" "E409_pgp181_9[c]_complex"
"" "E451_pre5[c]_complex" "E409_pgp181_9[c]_complex"
"" "E390_atp[c]_fmn[c]_complex" "E409_pgp181_9[c]_complex"
"" "x(602)" "E409_pgp181_9[c]_complex"
"" "E409_pgp181_9[c]_complex" "E409_pgp183_9_12_15[c]_complex"
"" "E409_pgp181_9[c]_complex" "E168_pyr[c]_complex"
"" "E240_akg[c]_complex" "E409_pgp181_9[c]_complex"
"" "E140_chlld[c]_complex" "E409_pgp181_9[c]_complex"
"" "E361_3hmop[c]_complex" "E409_pgp181_9[c]_complex"
"" "E209_h2o2[c]_iasp[c]_complex" "E409_pgp181_9[c]_complex"
"" "E25_lipidAds[c]_udp[c]_complex" "E409_pgp181_9[c]_complex"
"" "x(75)" "E409_pgp181_9[c]_complex"
"" "E137_uaagmda[c]_udp[c]_complex" "E409_pgp181_9[c]_complex"
"" "E334_pi[c]_complex" "E409_pgp181_9[c]_complex"
"" "E81_k[c]_pi[c]_complex" "E409_pgp181_9[c]_complex"
"" "E90_mg2[c]_pi[c]_complex" "E409_pgp181_9[c]_complex"
"" "E8_pi[c]_complex" "E409_pgp181_9[c]_complex"
"" "x(675)" "E409_pgp181_9[c]_complex"
"" "2-Hydroxyphenylacetate" "E409_pgp181_9[c]_complex"
"" "E229_nadp[c]_complex" "E229_nad[c]_complex"
"" "CDP-1,2-dihexadecanoylglycerol" "CDP-1,2-dihexadec-9-enoylglycerol"
"" "E406_4ppcys[c]_h[c]_ppi[c]_complex" "E409_h[c]_pgp161[c]_complex"
"" "E409_h[c]_pgp181_9[c]_complex" "E409_h[c]_pgp161[c]_complex"
"" "Sulfoquinovosyldiacylglycerol (n-C16 1)" "Sulfoquinovosyldiacylglycerol (n-C18 2)"
"" "Sulfoquinovosyldiacylglycerol (n-C16 1)" "Sulfoquinovosyldiacylglycerol (n-C18 3)"
"" "E117_ametam[c]_complex" "E177_urea[c]_complex"
"" "x(159)" "E56_adp[c]_complex"
"" "x(159)" "E56_gdp[c]_complex"
"" "x(159)" "E215_paps[c]_complex"
"" "E43_lycop[c]_complex" "E163_thf[c]_complex"
"" "E203_aspsa[c]_complex" "E43_lycop[c]_complex"
"" "(x(92)" "E43_lycop[c]_complex"
"" "E182_trdrd[c]_complex" "E43_lycop[c]_complex"
"" "E43_lycop[c]_complex" "E488_hmppp9[c]_complex"
"" "E43_lycop[c]_complex" "E488_h2o[c]_complex"
"" "E153_g6p[c]_complex" "E43_lycop[c]_complex"
"" "E158_6pgc[c]_complex" "E43_lycop[c]_complex"
"" "E267_mal__L[c]_complex" "E43_lycop[c]_complex"
"" "E153_g6p_B[c]_complex" "E43_lycop[c]_complex"
"" "E43_lycop[c]_complex" "E180_mlthf[c]_complex"
"" "E241_skm[c]_complex" "E43_lycop[c]_complex"
"" "E208_thdp[c]_complex" "E43_lycop[c]_complex"
"" "E503_pchlld[c]_complex" "E43_lycop[c]_complex"
"" "x(98)" "E43_lycop[c]_complex"
"" "x(502)" "E43_lycop[c]_complex"
"" "(x(37)" "E43_lycop[c]_complex"
"" "x(38))" "E43_lycop[c]_complex"
"" "E109_h[c]_mppp9[c]_pi[c]_complex" "E351_dtdp[c]_complex"
"" "E439_coa[c]_h[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E133_h[c]_pi[c]_ugmda[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E319_dttp[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E351_dudp[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E78_h[c]_mn2[c]_pi[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E95_fe3[c]_h[c]_pi[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "(x(407)&x(410))" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E260_h[c]_skm5p[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E492_h[c]_pi[c]_uama[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E495_h[c]_pi[c]_uamag[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E498_h[c]_pi[c]_ugmd[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E506_alaala[c]_h[c]_pi[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E319_datp[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E98_h[c]_pi[c]_so4[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E429_fe2[c]_h[c]_pi[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E442_cu2[c]_h[c]_pi[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E467_h[c]_pi[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E188_pppi[c]_complex" "E109_h[c]_mppp9[c]_pi[c]_complex"
"" "E109_h[c]_mppp9[c]_pi[c]_complex" "E319_dutp[c]_complex"
"" "E43_lycop[c]_nadp[c]_complex" "E111_nadp[c]_omppp9[c]_complex"
"" "E419_cyanphy[c]_complex" "E111_nadp[c]_omppp9[c]_complex"
"" "E214_pi[c]_quln[c]_complex" "E111_nadp[c]_omppp9[c]_complex"
"" "E111_nadp[c]_omppp9[c]_complex" "E499_nadp[c]_omppp9[c]_complex"
"" "x(812)" "E499_h[c]_hmppp9[c]_complex"
"" "E112_glu5p[c]_h[c]_complex" "E499_h[c]_hmppp9[c]_complex"
"" "E504_glu5p[c]_h[c]_complex" "E499_h[c]_hmppp9[c]_complex"
"" "E361_3hmop[c]_h[c]_complex" "E499_h[c]_hmppp9[c]_complex"
"" "E499_h[c]_hmppp9[c]_complex" "E163_dhf[c]_h[c]_complex"
"" "E284_13dpg[c]_h[c]_complex" "E499_h[c]_hmppp9[c]_complex"
"" "E324_glyald[c]_h[c]_complex" "E499_h[c]_hmppp9[c]_complex"
"" "E414_aacoa[c]_h[c]_complex" "E499_h[c]_hmppp9[c]_complex"
"" "E22_nad[c]_complex" "E499_h[c]_hmppp9[c]_complex"
"" "E499_h[c]_hmppp9[c]_complex" "E77_3omrsACP[c]_h[c]_complex"
"" "E499_h[c]_hmppp9[c]_complex" "E397_3omrsACP[c]_h[c]_complex"
"" "E499_h[c]_hmppp9[c]_complex" "E402_3omrsACP[c]_h[c]_complex"
"" "E499_h[c]_hmppp9[c]_complex" "E77_3ooctdACP[c]_h[c]_complex"
"" "E499_h[c]_hmppp9[c]_complex" "E397_3ooctdACP[c]_h[c]_complex"
"" "E499_h[c]_hmppp9[c]_complex" "E402_3ooctdACP[c]_h[c]_complex"
"" "E499_h[c]_hmppp9[c]_complex" "E382_5apru[c]_h[c]_complex"
"" "E241_3dhsk[c]_h[c]_complex" "E499_h[c]_hmppp9[c]_complex"
"" "E505_h[c]_complex" "E499_h[c]_hmppp9[c]_complex"
"" "E143_h[c]_mlthf[c]_complex" "E499_h[c]_hmppp9[c]_complex"
"" "E454_h[c]_complex" "E499_h[c]_hmppp9[c]_complex"
"" "E427_h2mb4p[c]_h[c]_complex" "E499_h[c]_hmppp9[c]_complex"
"" "E14_pi[c]_complex" "E150_pi[c]_complex"
"" "x(120))" "E498_ugmd[c]_complex"
"" "x(120))" "x(99)"
"" "(x(566)&x(569)&x(568))" "x(120))"
"" "(x(578)&x(571)&x(575)&x(577)&x(581))" "x(120))"
"" "x(120))" "x(615)"
"" "(x(644)" "x(120))"
"" "(x(649)&x(648))" "x(120))"
"" "x(120))" "x(58)"
"" "x(120))" "E286_g3p[c]_nad[c]_complex"
"" "x(120))" "E23_f6p[c]_complex"
"" "x(120))" "E192_f6p[c]_complex"
"" "x(120))" "E82_bglycogen[c]_complex"
"" "x(120))" "E410_bglycogen[c]_complex"
"" "x(120))" "E82_glycogen[c]_complex"
"" "x(120))" "E410_glycogen[c]_complex"
"" "x(120))" "E478_uaccg[c]_complex"
"" "(x(660)&x(651)&x(654)&x(664)))" "x(120))"
"" "x(120))" "E399_5mta[c]_complex"
"" "Phosphatidylglycerol (dioctadec-9-enoyl, n-C18 1)" "x(120))"
"" "Phosphatidylglycerol (dioctadec-9-12-dienoyl, n-C18 2)" "x(120))"
"" "Phosphatidylglycerol (dioctadec-9-12-15-trienoyl, n-C18 3)" "x(120))"
"" "H+" "UDP-6-sulfoquinovose"
"" "x(198)" "E175_pi[c]_complex"
"" "(x(216)" "x(198)"
"" "x(198)" "x(503)"
"" "x(198)" "E488_nadph[c]_omppp9[c]_complex"
"" "x(198)" "E24_arg__L[c]_complex"
"" "x(198)" "E344_ppi[c]_prbamp[c]_complex"
"" "x(198)" "x(90))"
"" "(x(513)" "x(198)"
"" "x(198)" "E194_u23ga[c]_complex"
"" "x(198)" "E57_asp__L[c]_complex"
"" "x(198)" "E307_asp__L[c]_complex"
"" "x(198)" "x(53)"
"" "x(198)" "E406_ppi[c]_complex"
"" "x(198)" "E476_acgam1p[c]_complex"
"" "x(198)" "E13_udcpdp[c]_complex"
"" "x(198)" "x(521)"
"" "x(198)" "E451_pre5[c]_complex"
"" "x(198)" "E390_atp[c]_fmn[c]_complex"
"" "x(198)" "x(602)"
"" "x(198)" "E409_pgp183_9_12_15[c]_complex"
"" "x(198)" "E168_pyr[c]_complex"
"" "x(198)" "E240_akg[c]_complex"
"" "x(198)" "E140_chlld[c]_complex"
"" "x(198)" "E361_3hmop[c]_complex"
"" "x(198)" "E209_h2o2[c]_iasp[c]_complex"
"" "x(198)" "E25_lipidAds[c]_udp[c]_complex"
"" "x(198)" "x(75)"
"" "x(198)" "E137_uaagmda[c]_udp[c]_complex"
"" "x(198)" "E334_pi[c]_complex"
"" "x(198)" "E81_k[c]_pi[c]_complex"
"" "x(198)" "E90_mg2[c]_pi[c]_complex"
"" "x(198)" "E8_pi[c]_complex"
"" "x(198)" "x(675)"
"" "2-Hydroxyphenylacetate" "x(198)"
"" "E203_aspsa[c]_complex" "E163_thf[c]_complex"
"" "(x(92)" "E163_thf[c]_complex"
"" "E182_trdrd[c]_complex" "E163_thf[c]_complex"
"" "E163_thf[c]_complex" "E488_hmppp9[c]_complex"
"" "E163_thf[c]_complex" "E488_h2o[c]_complex"
"" "E153_g6p[c]_complex" "E163_thf[c]_complex"
"" "E158_6pgc[c]_complex" "E163_thf[c]_complex"
"" "E267_mal__L[c]_complex" "E163_thf[c]_complex"
"" "E153_g6p_B[c]_complex" "E163_thf[c]_complex"
"" "E163_thf[c]_complex" "E180_mlthf[c]_complex"
"" "E241_skm[c]_complex" "E163_thf[c]_complex"
"" "E208_thdp[c]_complex" "E163_thf[c]_complex"
"" "E503_pchlld[c]_complex" "E163_thf[c]_complex"
"" "x(98)" "E163_thf[c]_complex"
"" "x(502)" "E163_thf[c]_complex"
"" "(x(37)" "E163_thf[c]_complex"
"" "x(38))" "E163_thf[c]_complex"
"" "x(141)" "E206_aspsa[c]_complex"
"" "x(141)" "x(511)"
"" "x(141)" "E37_coa[c]_nad[c]_complex"
"" "x(141)" "E38_coa[c]_nad[c]_complex"
"" "x(141)" "E239_coa[c]_nad[c]_complex"
"" "x(141)" "E253_atp[c]_h2o[c]_complex"
"" "x(141)" "E279_coa[c]_fdxo_2_2[c]_complex"
"" "(x(48)&x(36))" "x(141)"
"" "x(141)" "E69_h[c]_thmpp[c]_complex"
"" "x(148)" "E319_dcdp[c]_complex"
"" "x(148)" "E141_acglu[c]_complex"
"" "x(148)" "E154_asp__L[c]_citr__L[c]_complex"
"" "x(148)" "E498_26dap__M[c]_complex"
"" "x(148)" "E319_dgdp[c]_complex"
"" "x(148)" "E467_adcobhex[c]_applp[c]_complex"
"" "x(148)" "E351_dtmp[c]_complex"
"" "x(148)" "E247_ac[c]_coa[c]_complex"
"" "x(148)" "E480_5fthf[c]_complex"
"" "x(148)" "E213_aps[c]_complex"
"" "x(148)" "x(86)"
"" "(x(698)&x(694)&x(696)&x(699))" "x(148)"
"" "x(148)" "E372_coa[c]_complex"
"" "x(148)" "E93_cu2[p]_complex"
"" "(x(216)" "E175_pi[c]_complex"
"" "x(503)" "E175_pi[c]_complex"
"" "E175_pi[c]_complex" "E488_nadph[c]_omppp9[c]_complex"
"" "E24_arg__L[c]_complex" "E175_pi[c]_complex"
"" "E344_ppi[c]_prbamp[c]_complex" "E175_pi[c]_complex"
"" "x(90))" "E175_pi[c]_complex"
"" "(x(513)" "E175_pi[c]_complex"
"" "E194_u23ga[c]_complex" "E175_pi[c]_complex"
"" "E57_asp__L[c]_complex" "E175_pi[c]_complex"
"" "E307_asp__L[c]_complex" "E175_pi[c]_complex"
"" "x(53)" "E175_pi[c]_complex"
"" "E406_ppi[c]_complex" "E175_pi[c]_complex"
"" "E476_acgam1p[c]_complex" "E175_pi[c]_complex"
"" "E13_udcpdp[c]_complex" "E175_pi[c]_complex"
"" "x(521)" "E175_pi[c]_complex"
"" "E451_pre5[c]_complex" "E175_pi[c]_complex"
"" "E390_atp[c]_fmn[c]_complex" "E175_pi[c]_complex"
"" "x(602)" "E175_pi[c]_complex"
"" "E409_pgp183_9_12_15[c]_complex" "E175_pi[c]_complex"
"" "E168_pyr[c]_complex" "E175_pi[c]_complex"
"" "E240_akg[c]_complex" "E175_pi[c]_complex"
"" "E140_chlld[c]_complex" "E175_pi[c]_complex"
"" "E361_3hmop[c]_complex" "E175_pi[c]_complex"
"" "E209_h2o2[c]_iasp[c]_complex" "E175_pi[c]_complex"
"" "E25_lipidAds[c]_udp[c]_complex" "E175_pi[c]_complex"
"" "x(75)" "E175_pi[c]_complex"
"" "E137_uaagmda[c]_udp[c]_complex" "E175_pi[c]_complex"
"" "E334_pi[c]_complex" "E175_pi[c]_complex"
"" "E81_k[c]_pi[c]_complex" "E175_pi[c]_complex"
"" "E90_mg2[c]_pi[c]_complex" "E175_pi[c]_complex"
"" "E8_pi[c]_complex" "E175_pi[c]_complex"
"" "x(675)" "E175_pi[c]_complex"
"" "2-Hydroxyphenylacetate" "E175_pi[c]_complex"
"" "1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)" "1,2-Diacyl-sn-glycerol (dioctadec-9-enoyl, n-C18 1)"
"" "1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)" "1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)"
