"V1" "V2"
"" "E299_h[c]_pa181[c]_complex" "E299_h[c]_pa184_6_9_12_15[c]_complex"
"" "E299_h[c]_pa181_9[c]_complex" "E299_h[c]_pa184_6_9_12_15[c]_complex"
"" "E299_h[c]_pa182_9_12[c]_complex" "E299_h[c]_pa184_6_9_12_15[c]_complex"
"" "E299_h[c]_pa183_9_12_15[c]_complex" "E299_h[c]_pa184_6_9_12_15[c]_complex"
"" "x(175)" "x(399)"
"" "R-3-hydroxypalmitoyl-[acyl-carrier protein]" "(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]"
"" "R-3-hydroxypalmitoyl-[acyl-carrier protein]" "(3R)-3-Hydroxyacyl-[acyl-carrier protein]"
"" "R-3-hydroxypalmitoyl-[acyl-carrier protein]" "(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]"
"" "R-3-hydroxypalmitoyl-[acyl-carrier protein]" "(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]" "(3R)-3-Hydroxyacyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]" "(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]"
"" "(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]" "(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]"
"" "E379_h2o[c]_complex" "E447_atp[c]_h[c]_complex"
"" "E253_h[c]_pq[u]_complex" "E312_h[c]_o2[c]_octe_9_ACP[c]_complex"
"" "E253_h[c]_pq[u]_complex" "E314_h[c]_o2[c]_octe_9_12_ACP[c]_complex"
"" "E253_h[c]_pq[u]_complex" "E316_h[c]_o2[c]_octe_9_12_ACP[c]_complex"
"" "E253_h[c]_pq[u]_complex" "E318_h[c]_o2[c]_ocdcaACP[c]_complex"
"" "E82_h2o[c]_complex" "E440_h2o[c]_complex"
"" "(3R)-3-Hydroxyacyl-[acyl-carrier protein]" "(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]"
"" "(3R)-3-Hydroxyacyl-[acyl-carrier protein]" "(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]"
"" "(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]" "(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]"
"" "E454_1odec91215eg3p[c]_complex" "E316_fdxrd[c]_h[c]_o2[c]_complex"
"" "E15_h[c]_complex" "E145_h[c]_complex"
"" "E15_h[c]_complex" "E284_asp__L[c]_atp[c]_precyanphy[c]_complex"
"" "E15_h[c]_complex" "E311_h2o[c]_complex"
"" "E15_h[c]_complex" "E250_h2o[c]_complex"
"" "E145_h[c]_complex" "E284_asp__L[c]_atp[c]_precyanphy[c]_complex"
"" "E145_h[c]_complex" "E311_h2o[c]_complex"
"" "E145_h[c]_complex" "E250_h2o[c]_complex"
"" "E159_h[c]_complex" "E165_atp[c]_complex"
"" "1-(5-Phosphoribosyl)-ATP" "1-(5-Phosphoribosyl)-AMP"
"" "E186_atp[c]_complex" "E442_ade[c]_complex"
"" "E174_adocbip[c]_h[c]_complex" "E448_asp__L[c]_imp[c]_complex"
"" "E174_adocbip[c]_h[c]_complex" "E304_h2o[c]_complex"
"" "E174_adocbip[c]_h[c]_complex" "E239_h2o[c]_complex"
"" "E246_atp[c]_co2[c]_complex" "E30_atp[c]_glu__L[c]_complex"
"" "E246_atp[c]_co2[c]_complex" "E187_atp[c]_glu__L[c]_complex"
"" "E284_asp__L[c]_atp[c]_precyanphy[c]_complex" "E311_h2o[c]_complex"
"" "E284_asp__L[c]_atp[c]_precyanphy[c]_complex" "E250_h2o[c]_complex"
"" "x(334)" "E1_gln__L[c]_complex"
"" "x(334)" "E139_gln__L[c]_complex"
"" "x(334)" "x(366)"
"" "x(334)" "E96_gln__L[c]_complex"
"" "E257_chlld[c]_h[c]_complex" "E248_h[c]_hgentis[c]_complex"
"" "E448_asp__L[c]_imp[c]_complex" "E304_h2o[c]_complex"
"" "E448_asp__L[c]_imp[c]_complex" "E239_h2o[c]_complex"
"" "E83_h2o[c]_complex" "E449_h2o[c]_complex"
"" "E319_mgdg180[c]_complex" "E319_mgdg181[c]_complex"
"" "E319_mgdg180[c]_complex" "E319_mgdg181_9[c]_complex"
"" "E319_mgdg180[c]_complex" "E319_mgdg182_9_12[c]_complex"
"" "E319_mgdg180[c]_complex" "E319_mgdg183_6_9_12[c]_complex"
"" "E319_mgdg180[c]_complex" "E319_mgdg183_9_12_15[c]_complex"
"" "E319_mgdg180[c]_complex" "E319_mgdg184_6_9_12_15[c]_complex"
"" "E403_h[c]_pyr[c]_complex" "E154_nad[c]_pi[c]_complex"
"" "E319_mgdg181[c]_complex" "E319_mgdg181_9[c]_complex"
"" "E319_mgdg181[c]_complex" "E319_mgdg182_9_12[c]_complex"
"" "E319_mgdg181[c]_complex" "E319_mgdg183_6_9_12[c]_complex"
"" "E319_mgdg181[c]_complex" "E319_mgdg183_9_12_15[c]_complex"
"" "E319_mgdg181[c]_complex" "E319_mgdg184_6_9_12_15[c]_complex"
"" "E319_mgdg181_9[c]_complex" "E319_mgdg182_9_12[c]_complex"
"" "E319_mgdg181_9[c]_complex" "E319_mgdg183_6_9_12[c]_complex"
"" "E319_mgdg181_9[c]_complex" "E319_mgdg183_9_12_15[c]_complex"
"" "E319_mgdg181_9[c]_complex" "E319_mgdg184_6_9_12_15[c]_complex"
"" "E114_atp[c]_thf[c]_complex" "E425_ficytc6[p]_complex"
"" "E14_palmACP[c]_complex" "E141_palmACP[c]_complex"
"" "E14_palmACP[c]_complex" "E14_hdeACP[c]_complex"
"" "E14_palmACP[c]_complex" "E141_hdeACP[c]_complex"
"" "E14_palmACP[c]_complex" "E14_ocdcaACP[c]_complex"
"" "E14_palmACP[c]_complex" "E141_ocdcaACP[c]_complex"
"" "E14_palmACP[c]_complex" "E14_octeACP[c]_complex"
"" "E14_palmACP[c]_complex" "E141_octeACP[c]_complex"
"" "E14_palmACP[c]_complex" "E14_octe_9_ACP[c]_complex"
"" "E14_palmACP[c]_complex" "E141_octe_9_ACP[c]_complex"
"" "E14_palmACP[c]_complex" "E14_octe_9_12_ACP[c]_complex"
"" "E14_palmACP[c]_complex" "E141_octe_9_12_ACP[c]_complex"
"" "E14_palmACP[c]_complex" "E14_octe_6_9_12_15_ACP[c]_complex"
"" "E14_palmACP[c]_complex" "E141_octe_6_9_12_15_ACP[c]_complex"
"" "E14_palmACP[c]_complex" "E14_octe_9_12_15_ACP[c]_complex"
"" "E14_palmACP[c]_complex" "E141_octe_9_12_15_ACP[c]_complex"
"" "E14_palmACP[c]_complex" "E14_octe_6_9_12_ACP[c]_complex"
"" "E14_palmACP[c]_complex" "E141_octe_6_9_12_ACP[c]_complex"
"" "E14_palmACP[c]_complex" "E177_cdpdhdecg[c]_complex"
"" "E14_palmACP[c]_complex" "E177_cdpdhdec9eg[c]_complex"
"" "E14_palmACP[c]_complex" "E177_cdpdodecg[c]_complex"
"" "E14_palmACP[c]_complex" "E177_cdpdodec11eg[c]_complex"
"" "E14_palmACP[c]_complex" "E177_cdpdodec9eg[c]_complex"
"" "E14_palmACP[c]_complex" "E177_cdpdodec912eg[c]_complex"
"" "E14_palmACP[c]_complex" "E177_cdpdodec91215eg[c]_complex"
"" "E141_palmACP[c]_complex" "E14_hdeACP[c]_complex"
"" "E141_palmACP[c]_complex" "E141_hdeACP[c]_complex"
"" "E141_palmACP[c]_complex" "E14_ocdcaACP[c]_complex"
"" "E141_palmACP[c]_complex" "E141_ocdcaACP[c]_complex"
"" "E141_palmACP[c]_complex" "E14_octeACP[c]_complex"
"" "E141_palmACP[c]_complex" "E141_octeACP[c]_complex"
"" "E141_palmACP[c]_complex" "E14_octe_9_ACP[c]_complex"
"" "E141_palmACP[c]_complex" "E141_octe_9_ACP[c]_complex"
"" "E141_palmACP[c]_complex" "E14_octe_9_12_ACP[c]_complex"
"" "E141_palmACP[c]_complex" "E141_octe_9_12_ACP[c]_complex"
"" "E141_palmACP[c]_complex" "E14_octe_6_9_12_15_ACP[c]_complex"
"" "E141_palmACP[c]_complex" "E141_octe_6_9_12_15_ACP[c]_complex"
"" "E141_palmACP[c]_complex" "E14_octe_9_12_15_ACP[c]_complex"
"" "E141_palmACP[c]_complex" "E141_octe_9_12_15_ACP[c]_complex"
"" "E141_palmACP[c]_complex" "E14_octe_6_9_12_ACP[c]_complex"
"" "E141_palmACP[c]_complex" "E141_octe_6_9_12_ACP[c]_complex"
"" "E141_palmACP[c]_complex" "E177_cdpdhdecg[c]_complex"
"" "E141_palmACP[c]_complex" "E177_cdpdhdec9eg[c]_complex"
"" "E141_palmACP[c]_complex" "E177_cdpdodecg[c]_complex"
"" "E141_palmACP[c]_complex" "E177_cdpdodec11eg[c]_complex"
"" "E141_palmACP[c]_complex" "E177_cdpdodec9eg[c]_complex"
"" "E141_palmACP[c]_complex" "E177_cdpdodec912eg[c]_complex"
"" "E141_palmACP[c]_complex" "E177_cdpdodec91215eg[c]_complex"
"" "E319_mgdg182_9_12[c]_complex" "E319_mgdg183_6_9_12[c]_complex"
"" "E319_mgdg182_9_12[c]_complex" "E319_mgdg183_9_12_15[c]_complex"
"" "E319_mgdg182_9_12[c]_complex" "E319_mgdg184_6_9_12_15[c]_complex"
"" "E14_hdeACP[c]_complex" "E141_hdeACP[c]_complex"
"" "E14_hdeACP[c]_complex" "E14_ocdcaACP[c]_complex"
"" "E14_hdeACP[c]_complex" "E141_ocdcaACP[c]_complex"
"" "E14_hdeACP[c]_complex" "E14_octeACP[c]_complex"
"" "E14_hdeACP[c]_complex" "E141_octeACP[c]_complex"
"" "E14_hdeACP[c]_complex" "E14_octe_9_ACP[c]_complex"
"" "E14_hdeACP[c]_complex" "E141_octe_9_ACP[c]_complex"
"" "E14_hdeACP[c]_complex" "E14_octe_9_12_ACP[c]_complex"
"" "E14_hdeACP[c]_complex" "E141_octe_9_12_ACP[c]_complex"
"" "E14_hdeACP[c]_complex" "E14_octe_6_9_12_15_ACP[c]_complex"
"" "E14_hdeACP[c]_complex" "E141_octe_6_9_12_15_ACP[c]_complex"
"" "E14_hdeACP[c]_complex" "E14_octe_9_12_15_ACP[c]_complex"
"" "E14_hdeACP[c]_complex" "E141_octe_9_12_15_ACP[c]_complex"
"" "E14_hdeACP[c]_complex" "E14_octe_6_9_12_ACP[c]_complex"
"" "E14_hdeACP[c]_complex" "E141_octe_6_9_12_ACP[c]_complex"
"" "E14_hdeACP[c]_complex" "E177_cdpdhdecg[c]_complex"
"" "E14_hdeACP[c]_complex" "E177_cdpdhdec9eg[c]_complex"
"" "E14_hdeACP[c]_complex" "E177_cdpdodecg[c]_complex"
"" "E14_hdeACP[c]_complex" "E177_cdpdodec11eg[c]_complex"
"" "E14_hdeACP[c]_complex" "E177_cdpdodec9eg[c]_complex"
"" "E14_hdeACP[c]_complex" "E177_cdpdodec912eg[c]_complex"
"" "E14_hdeACP[c]_complex" "E177_cdpdodec91215eg[c]_complex"
"" "E141_hdeACP[c]_complex" "E14_ocdcaACP[c]_complex"
"" "E141_hdeACP[c]_complex" "E141_ocdcaACP[c]_complex"
"" "E141_hdeACP[c]_complex" "E14_octeACP[c]_complex"
"" "E141_hdeACP[c]_complex" "E141_octeACP[c]_complex"
"" "E141_hdeACP[c]_complex" "E14_octe_9_ACP[c]_complex"
"" "E141_hdeACP[c]_complex" "E141_octe_9_ACP[c]_complex"
"" "E141_hdeACP[c]_complex" "E14_octe_9_12_ACP[c]_complex"
"" "E141_hdeACP[c]_complex" "E141_octe_9_12_ACP[c]_complex"
"" "E141_hdeACP[c]_complex" "E14_octe_6_9_12_15_ACP[c]_complex"
"" "E141_hdeACP[c]_complex" "E141_octe_6_9_12_15_ACP[c]_complex"
"" "E141_hdeACP[c]_complex" "E14_octe_9_12_15_ACP[c]_complex"
"" "E141_hdeACP[c]_complex" "E141_octe_9_12_15_ACP[c]_complex"
"" "E141_hdeACP[c]_complex" "E14_octe_6_9_12_ACP[c]_complex"
"" "E141_hdeACP[c]_complex" "E141_octe_6_9_12_ACP[c]_complex"
"" "E141_hdeACP[c]_complex" "E177_cdpdhdecg[c]_complex"
"" "E141_hdeACP[c]_complex" "E177_cdpdhdec9eg[c]_complex"
"" "E141_hdeACP[c]_complex" "E177_cdpdodecg[c]_complex"
"" "E141_hdeACP[c]_complex" "E177_cdpdodec11eg[c]_complex"
"" "E141_hdeACP[c]_complex" "E177_cdpdodec9eg[c]_complex"
"" "E141_hdeACP[c]_complex" "E177_cdpdodec912eg[c]_complex"
"" "E141_hdeACP[c]_complex" "E177_cdpdodec91215eg[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E141_ocdcaACP[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E14_octeACP[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E141_octeACP[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E14_octe_9_ACP[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E141_octe_9_ACP[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E14_octe_9_12_ACP[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E141_octe_9_12_ACP[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E14_octe_6_9_12_15_ACP[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E141_octe_6_9_12_15_ACP[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E14_octe_9_12_15_ACP[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E141_octe_9_12_15_ACP[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E14_octe_6_9_12_ACP[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E141_octe_6_9_12_ACP[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E177_cdpdhdecg[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E177_cdpdhdec9eg[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E177_cdpdodecg[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E177_cdpdodec11eg[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E177_cdpdodec9eg[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E177_cdpdodec912eg[c]_complex"
"" "E14_ocdcaACP[c]_complex" "E177_cdpdodec91215eg[c]_complex"
