"V1" "V2"
"" "E213_3pg[c]_complex" "E265_pe_pf_20_4_20_4[c]_complex"
"" "E213_3pg[c]_complex" "E54_pa_pf_16_0_20_4[c]_complex"
"" "E213_3pg[c]_complex" "E283_pa_pf_16_0_20_4[c]_complex"
"" "E213_3pg[c]_complex" "E54_pa_pf_20_4_20_4[c]_complex"
"" "E213_3pg[c]_complex" "E283_pa_pf_20_4_20_4[c]_complex"
"" "Phosphatidyl glycerophsophate(plasmodium)" "E213_3pg[c]_complex"
"" "E213_3pg[c]_complex" "E108_mi4p__D[c]_complex"
"" "E213_3pg[c]_complex" "E317_mag160[c]_complex"
"" "E213_3pg[c]_complex" "E317_mag180[c]_complex"
"" "E213_3pg[c]_complex" "E58_tag_pf_16_0_18_0_18_0[c]_complex"
"" "E213_3pg[c]_complex" "E298_tag_pf_16_0_18_0_18_0[c]_complex"
"" "E213_3pg[c]_complex" "E300_tag_pf_16_0_18_0_18_0[c]_complex"
"" "E213_3pg[c]_complex" "E58_tag_pf_18_0_18_1_16_0[c]_complex"
"" "E213_3pg[c]_complex" "E298_tag_pf_18_0_18_1_16_0[c]_complex"
"" "E213_3pg[c]_complex" "E300_tag_pf_18_0_18_1_16_0[c]_complex"
"" "E213_3pg[c]_complex" "E58_dag_pf_16_0_18_1[c]_complex"
"" "E213_3pg[c]_complex" "E298_dag_pf_16_0_18_1[c]_complex"
"" "E213_3pg[c]_complex" "E300_dag_pf_16_0_18_1[c]_complex"
"" "E213_3pg[c]_complex" "E58_dag_pf_18_0_18_1[c]_complex"
"" "E213_3pg[c]_complex" "E298_dag_pf_18_0_18_1[c]_complex"
"" "E213_3pg[c]_complex" "E300_dag_pf_18_0_18_1[c]_complex"
"" "E213_3pg[c]_complex" "E58_tag_pf_18_1_18_2_18_2[c]_complex"
"" "E213_3pg[c]_complex" "E298_tag_pf_18_1_18_2_18_2[c]_complex"
"" "E213_3pg[c]_complex" "E300_tag_pf_18_1_18_2_18_2[c]_complex"
"" "E213_3pg[c]_complex" "E323_atp[c]_cu2[c]_complex"
"" "Acetyl-CoA" "Acetyl-CoA"
"" "N-Acetyl-D-glucosamine 1-phosphate" "N-Acetyl-D-glucosamine 6-phosphate"
"" "4-Amino-5-hydroxymethyl-2-methylpyrimidine" "4-Amino-2-methyl-5-phosphomethylpyrimidine"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E420_acgpail_pf_18_0_18_1[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E435_13dpg[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E110_atp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E436_adn[c]_h[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E95_atp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E436_dad_2[c]_h[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E225_dctp[c]_h[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E148_atp[c]_ca2[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E155_ahcys[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E175_amp[c]_h[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E80_atp[c]_gthox[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E391_atp[c]_gthox[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E80_atp[c]_gthrd[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E391_atp[c]_gthrd[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E398_gtp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E30_camp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E216_camp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E217_camp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E218_camp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E30_35cgmp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E215_35cgmp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E217_35cgmp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E218_35cgmp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E220_35cgmp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E361_6pgl[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E436_5mta[c]_h[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E312_ahdt[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E54_pa_pf_16_0_18_2[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E283_pa_pf_16_0_18_2[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E54_pa_pf_18_1_18_2[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E283_pa_pf_18_1_18_2[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E54_pa_pf_18_2_18_2[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E283_pa_pf_18_2_18_2[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E291_adp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E291_amp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E201_gmp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E291_atp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E291_ctp[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E109_mi14p[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E58_tag_pf_18_0_18_0_18_1[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E298_tag_pf_18_0_18_0_18_1[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E300_tag_pf_18_0_18_0_18_1[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E46_pchol_pf_16_0_20_4[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E263_pchol_pf_16_0_20_4[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E265_pchol_pf_16_0_20_4[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E46_pe_pf_20_4_20_4[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E263_pe_pf_20_4_20_4[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E265_pe_pf_20_4_20_4[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E54_pa_pf_16_0_20_4[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E283_pa_pf_16_0_20_4[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E54_pa_pf_20_4_20_4[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E283_pa_pf_20_4_20_4[c]_complex"
"" "Phosphatidyl glycerophsophate(plasmodium)" "E88_acgpail_pf_18_0_18_1[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E108_mi4p__D[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E317_mag160[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E317_mag180[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E58_tag_pf_16_0_18_0_18_0[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E298_tag_pf_16_0_18_0_18_0[c]_complex"
"" "E88_acgpail_pf_18_0_18_1[c]_complex" "E300_tag_pf_16_0_18_0_18_0[c]_complex"
